Country,Year,Food Category,Total Waste (Tons),Economic Loss (Million $),Avg Waste per Capita (Kg),Population (Million),Household Waste (%),Cluster
UK,2020,Fruits & Vegetables,48896.07,42855.11,75.11,483.41,52.11,1
Germany,2021,Bakery Items,4246.779999999999,3554.709999999999,40.91,1117.56,52.29,0
Saudi Arabia,2024,Meat & Seafood,23485.33,26696.48,111.9,627.04,65.84,0
China,2018,Dairy Products,21886.53,21929.06,54.64,981.93,69.96,0
Spain,2023,Prepared Food,13772.37,12965.94,199.4,1243.65,39.87,0
Australia,2022,Dairy Products,4506.02,4669.489999999998,48.83,810.54,44.16,0
Turkey,2024,Grains & Cereals,26605.16,28734.29,194.42,998.99,44.43,1
Germany,2019,Beverages,17980.73,16578.14,135.54,172.14,31.51,0
South Africa,2019,Meat & Seafood,37791.64,36116.12,180.14,847.39,68.12,1
China,2021,Grains & Cereals,32634.06,30546.05,122.05,1083.2,56.54,1
Argentina,2019,Beverages,9291.399999999998,7800.489999999998,158.26,201.86,60.01,0
Italy,2023,Dairy Products,2591.279999999999,2539.4500000000007,184.37,894.26,63.12,0
Canada,2019,Meat & Seafood,44477.26,37883.6,115.17,481.86,40.48,1
UK,2020,Beverages,47383.13,46675.03,87.78,292.83,69.49,1
Germany,2024,Fruits & Vegetables,13107.39,14142.18,133.78,488.34,33.13,0
Turkey,2021,Fruits & Vegetables,22876.31,18500.74,122.13,1210.89,31.2,0
Australia,2024,Meat & Seafood,24658.77,21150.24,190.65,987.02,55.65,0
South Africa,2021,Meat & Seafood,47795.17,51508.42,23.8,1384.94,44.59,1
South Africa,2022,Frozen Food,27412.14,24285.52,29.08,1032.17,37.87,1
Turkey,2022,Bakery Items,11754.6,13589.36,38.41,1325.99,39.56,0
Italy,2024,Frozen Food,25751.15,27543.65,82.04,169.01,59.64,1
India,2020,Grains & Cereals,38788.16,38233.95,171.57,933.35,63.84,1
Australia,2019,Prepared Food,47213.66,41479.51,119.67,634.44,33.96,1
Saudi Arabia,2022,Bakery Items,34878.89,28723.34,109.99,1393.23,42.47,1
Saudi Arabia,2018,Frozen Food,14347.74,13176.64,81.0,97.11,35.38,0
Turkey,2018,Beverages,25357.01,29458.54,85.67,530.96,36.42,1
Spain,2020,Meat & Seafood,37724.45,38936.2,174.15,1320.3,32.59,1
Mexico,2024,Prepared Food,25896.07,27820.57,62.31,913.57,45.84,1
Mexico,2024,Frozen Food,16759.44,14835.52,159.4,635.84,39.73,0
UK,2018,Fruits & Vegetables,45708.36,44083.59,26.57,799.74,61.48,1
Russia,2019,Bakery Items,34128.57,28171.7,188.18,283.36,45.37,1
South Korea,2018,Grains & Cereals,36276.5,36781.35,195.05,287.95,48.45,1
France,2019,Meat & Seafood,16630.97,13435.43,141.55,413.02,45.87,0
Argentina,2020,Frozen Food,39920.99,42415.75,51.35,1127.43,57.38,1
South Africa,2019,Dairy Products,8022.860000000001,6768.619999999999,80.96,1122.45,50.78,0
Argentina,2023,Fruits & Vegetables,33831.35,30292.0,171.24,793.74,62.6,1
China,2018,Bakery Items,13232.58,12779.41,86.63,417.81,41.12,0
South Africa,2024,Grains & Cereals,25462.07,20702.75,152.13,957.59,53.4,0
Indonesia,2018,Meat & Seafood,12286.86,12617.84,88.18,1124.78,47.15,0
Canada,2018,Frozen Food,1581.4099999999999,1654.630000000001,72.79,875.05,48.48,0
USA,2020,Fruits & Vegetables,33216.95,33519.19,190.22,454.98,63.56,1
Brazil,2022,Fruits & Vegetables,5881.529999999999,5929.1500000000015,196.4,230.31,62.64,0
Argentina,2022,Bakery Items,11947.95,12681.14,56.45,1179.45,66.07,0
Japan,2018,Grains & Cereals,29883.47,26779.8,65.22,442.64,65.09,1
Mexico,2018,Meat & Seafood,20409.63,17866.36,134.61,422.84,60.48,0
Germany,2019,Frozen Food,22345.64,24910.18,163.42,684.69,33.91,0
Brazil,2020,Prepared Food,42577.15,41658.2,131.32,1277.56,38.9,1
Mexico,2022,Grains & Cereals,8949.0,8542.5,27.53,605.81,47.54,0
Russia,2018,Meat & Seafood,48739.3,56192.06,28.23,219.36,65.25,1
China,2020,Bakery Items,38564.43,32658.89,26.13,362.46,54.73,1
Saudi Arabia,2018,Beverages,17771.61,17461.07,56.81,831.42,62.27,0
USA,2023,Grains & Cereals,9799.74,9998.61,130.16,157.64,38.6,0
Russia,2022,Fruits & Vegetables,14859.9,14172.89,80.6,1244.35,64.89,0
South Africa,2021,Bakery Items,17656.44,20511.6,50.98,771.51,51.62,0
UK,2022,Meat & Seafood,41283.64,42195.46,78.15,513.62,46.16,1
Saudi Arabia,2022,Frozen Food,33558.64,36201.96,44.06,1099.07,65.53,1
Germany,2020,Dairy Products,23151.0,22695.55,151.32,361.5,58.35,0
Germany,2021,Frozen Food,43395.8,42356.33,148.53,690.21,36.69,1
Turkey,2019,Meat & Seafood,35461.44,32536.66,93.0,78.77,67.73,1
Germany,2021,Frozen Food,5170.060000000001,5685.82,52.39,483.54,63.67,0
China,2020,Grains & Cereals,47836.43,53056.61,128.64,637.38,42.45,1
Australia,2024,Beverages,19597.5,21349.34,135.19,647.32,33.33,0
Australia,2020,Prepared Food,47574.43,39243.81,113.13,631.25,60.81,1
USA,2022,Grains & Cereals,11479.76,12719.36,144.51,454.91,34.01,0
Spain,2020,Prepared Food,23830.2,25819.12,139.08,302.0,46.41,0
India,2020,Prepared Food,33229.0,36468.28,199.01,824.94,38.95,1
France,2020,Meat & Seafood,11243.38,12223.77,193.06,18.98,68.11,0
Argentina,2018,Meat & Seafood,34590.56,29375.24,193.51,176.71,37.7,1
China,2024,Frozen Food,6522.860000000001,5334.029999999999,164.16,576.36,59.15,0
Australia,2024,Grains & Cereals,6128.27,5386.5999999999985,87.95,250.02,60.31,0
Argentina,2019,Meat & Seafood,33662.64,38715.68,38.22,1199.1,31.2,1
Russia,2023,Dairy Products,31553.31,27883.34,92.26,1356.17,47.73,1
India,2022,Frozen Food,38352.58,36719.57,55.06,1118.04,52.91,1
Germany,2019,Fruits & Vegetables,4730.209999999999,5486.389999999999,89.77,11.29,51.19,0
Russia,2024,Dairy Products,3771.7999999999993,3221.3199999999997,42.31,1374.53,38.63,0
Turkey,2020,Beverages,16449.71,13204.62,70.6,397.0,61.27,0
Brazil,2020,Grains & Cereals,45537.84,44766.55,145.38,489.37,60.45,1
Saudi Arabia,2024,Bakery Items,40280.76,45344.83,141.42,607.47,54.25,1
South Africa,2021,Grains & Cereals,6385.32,5824.93,22.85,697.78,45.24,0
Canada,2019,Beverages,40586.76,47867.15,179.54,795.6,53.2,1
USA,2021,Dairy Products,28582.65,23208.72,96.05,328.26,53.38,1
Indonesia,2018,Meat & Seafood,12401.47,11448.82,100.24,321.57,42.82,0
Argentina,2020,Dairy Products,1401.619999999999,1256.8400000000001,60.51,1232.33,52.94,0
Indonesia,2020,Meat & Seafood,30545.07,25240.14,174.74,1191.15,37.38,1
China,2023,Grains & Cereals,38744.41,31808.42,123.07,603.0,31.41,1
UK,2022,Fruits & Vegetables,8352.25,7851.6500000000015,50.15,1108.56,37.32,0
Saudi Arabia,2018,Dairy Products,29588.57,30075.64,149.51,1182.92,56.98,1
South Africa,2019,Prepared Food,20653.43,18253.02,103.72,450.44,47.33,0
India,2020,Fruits & Vegetables,32652.96,35165.55,134.06,23.49,44.39,1
Mexico,2019,Dairy Products,13538.96,12305.63,185.53,1073.95,43.13,0
Indonesia,2019,Meat & Seafood,3613.989999999998,3087.8600000000006,136.53,349.48,57.7,0
Brazil,2020,Grains & Cereals,22568.08,22703.7,124.49,825.9,51.16,0
Japan,2018,Meat & Seafood,43768.06,45522.98,53.65,1138.12,33.89,1
Turkey,2018,Prepared Food,9006.3,8000.91,172.54,1054.61,59.88,0
France,2020,Frozen Food,45559.31,47508.31,137.62,364.73,36.01,1
Indonesia,2022,Frozen Food,20372.16,21673.06,141.76,758.88,56.79,0
Brazil,2022,Prepared Food,18814.31,16286.36,89.87,1387.49,35.71,0
Brazil,2023,Beverages,25255.87,29351.15,160.37,643.73,36.61,1
Japan,2022,Frozen Food,24800.87,28942.48,94.71,1060.06,68.3,1
Indonesia,2018,Dairy Products,24220.54,20618.9,93.73,251.86,46.95,0
Japan,2024,Beverages,7290.09,6996.0999999999985,131.23,502.55,56.59,0
Japan,2018,Bakery Items,27534.23,29110.52,162.58,693.46,69.77,1
Italy,2021,Bakery Items,4405.630000000001,4759.810000000001,116.46,73.64,47.77,0
Australia,2023,Meat & Seafood,19342.06,19006.54,175.68,985.03,66.09,0
South Korea,2023,Prepared Food,4171.200000000001,3903.8899999999994,130.46,1045.87,32.58,0
India,2019,Bakery Items,23728.91,23191.39,30.35,1145.0,59.57,0
Canada,2023,Bakery Items,34600.63,33104.38,185.05,478.41,61.26,1
Japan,2023,Beverages,18902.4,18747.79,100.82,369.03,45.41,0
Australia,2023,Dairy Products,17597.05,17582.88,164.06,222.8,59.52,0
Mexico,2022,Meat & Seafood,35852.3,41996.52,167.88,1307.15,55.63,1
France,2018,Bakery Items,38755.01,39812.52,58.81,895.89,44.77,1
Australia,2020,Frozen Food,8307.989999999998,6650.189999999999,149.59,221.14,50.21,0
Russia,2021,Dairy Products,41548.85,34033.34,106.19,564.04,41.91,1
South Korea,2024,Dairy Products,48474.74,43605.18,39.27,840.18,65.97,1
Mexico,2021,Fruits & Vegetables,28916.69,32196.55,134.55,950.8,31.46,1
USA,2019,Prepared Food,31980.71,35434.66,132.11,355.18,35.31,1
Italy,2018,Beverages,29922.27,35494.18,53.99,1138.65,51.15,1
Germany,2020,Fruits & Vegetables,38681.87,33973.5,27.75,1054.51,64.91,1
South Korea,2019,Beverages,17963.27,20605.61,22.52,315.39,39.22,0
Australia,2022,Grains & Cereals,16867.64,19167.49,157.32,1287.85,44.16,0
Turkey,2018,Dairy Products,21928.77,25233.25,150.64,1101.44,56.04,0
South Korea,2021,Frozen Food,40857.91,46463.12,44.34,602.65,61.24,1
Brazil,2023,Dairy Products,28810.62,34553.6,129.68,856.13,50.22,1
Germany,2019,Fruits & Vegetables,17230.55,19353.55,177.45,224.07,64.09,0
South Africa,2018,Beverages,38851.37,34204.69,149.05,219.4,41.67,1
Japan,2018,Bakery Items,23843.3,20013.4,114.45,1259.89,69.22,0
Japan,2018,Frozen Food,17775.87,14626.15,192.6,498.22,36.2,0
France,2020,Meat & Seafood,39332.55,43838.89,160.59,676.21,57.25,1
Brazil,2022,Frozen Food,37794.81,31849.6,48.76,76.6,38.69,1
Spain,2023,Grains & Cereals,32843.06,27504.95,143.86,491.46,54.56,1
Saudi Arabia,2020,Beverages,14284.62,13705.76,80.43,493.89,47.7,0
Brazil,2024,Bakery Items,31449.81,34344.23,119.49,1207.32,46.1,1
Italy,2021,Grains & Cereals,14721.03,15984.7,177.51,481.19,40.59,0
China,2020,Grains & Cereals,17673.4,21146.85,194.93,1373.6,42.92,0
Germany,2019,Grains & Cereals,42043.14,36734.88,66.68,1383.97,61.51,1
UK,2021,Fruits & Vegetables,35106.61,41960.33,100.15,163.09,33.7,1
Indonesia,2023,Meat & Seafood,22413.83,18004.61,53.68,891.19,39.61,0
Canada,2023,Beverages,20235.81,16744.08,108.17,94.52,54.46,0
Indonesia,2021,Fruits & Vegetables,43600.25,51461.96,97.81,508.93,53.94,1
Turkey,2019,Bakery Items,45483.34,42243.95,160.54,1053.42,34.04,1
Mexico,2024,Frozen Food,12488.76,13219.64,27.03,710.49,54.35,0
Saudi Arabia,2021,Prepared Food,25919.77,26176.34,43.74,441.37,60.04,1
Turkey,2018,Bakery Items,38623.78,38544.07,166.34,652.0,33.3,1
China,2021,Fruits & Vegetables,44733.13,45485.4,128.31,1014.79,58.6,1
USA,2021,Meat & Seafood,48731.01,51453.67,127.89,1282.07,55.97,1
Germany,2019,Grains & Cereals,8253.32,8452.470000000001,43.85,167.21,59.63,0
Turkey,2024,Prepared Food,41099.29,43634.85,148.06,1054.79,59.01,1
Italy,2020,Meat & Seafood,25528.24,26821.15,62.02,157.03,40.79,1
Brazil,2021,Fruits & Vegetables,41094.84,38219.46,79.03,1211.31,37.36,1
China,2018,Fruits & Vegetables,44135.77,44014.24,170.31,190.75,62.35,1
France,2020,Bakery Items,2748.1500000000015,2227.25,138.93,784.79,36.65,0
Italy,2018,Grains & Cereals,19031.96,17002.43,174.25,1060.89,49.71,0
Canada,2023,Meat & Seafood,38683.68,46155.58,103.97,785.29,54.22,1
Japan,2021,Dairy Products,36669.2,31771.48,142.11,354.57,56.63,1
Brazil,2022,Prepared Food,12289.15,13239.72,137.34,1037.97,60.7,0
India,2024,Dairy Products,9720.84,10304.869999999999,40.11,116.33,53.31,0
Argentina,2023,Frozen Food,41009.81,44634.39,98.55,706.53,65.8,1
China,2021,Frozen Food,1650.2400000000016,1546.8600000000006,47.2,442.62,62.1,0
China,2023,Fruits & Vegetables,13158.48,14397.43,43.99,1323.82,50.27,0
USA,2022,Fruits & Vegetables,23481.71,19223.31,73.28,828.05,60.52,0
Turkey,2021,Frozen Food,14619.47,14294.85,77.72,751.85,34.39,0
Argentina,2018,Frozen Food,19119.94,22634.44,136.85,1050.84,68.84,0
France,2021,Bakery Items,35575.75,32976.58,140.53,587.53,45.29,1
USA,2018,Fruits & Vegetables,34170.59,34859.68,94.39,777.03,41.6,1
Germany,2018,Bakery Items,49511.53,40027.8,150.17,552.21,67.31,1
Mexico,2022,Dairy Products,43147.54,35382.31,43.19,843.07,44.77,1
Italy,2019,Prepared Food,13160.74,15727.17,149.73,211.06,63.14,0
India,2022,Grains & Cereals,5759.1500000000015,6427.880000000001,168.77,1394.2,37.22,0
Spain,2019,Grains & Cereals,12625.72,11788.01,175.12,1009.26,40.52,0
France,2020,Dairy Products,15521.69,13453.46,46.46,314.37,39.49,0
UK,2019,Dairy Products,11084.93,12598.47,25.04,1345.63,52.43,0
Saudi Arabia,2019,Bakery Items,15583.63,13255.85,46.61,973.05,41.62,0
South Africa,2023,Bakery Items,9508.41,10582.75,20.66,48.13,40.75,0
Indonesia,2021,Fruits & Vegetables,39348.87,34608.37,130.96,283.67,59.29,1
Italy,2024,Beverages,24121.2,28455.91,23.33,710.14,32.32,1
India,2022,Fruits & Vegetables,4710.18,5007.169999999998,121.85,315.22,32.35,0
Turkey,2018,Fruits & Vegetables,21411.4,21402.77,151.44,539.4,50.87,0
South Africa,2019,Prepared Food,14892.8,15282.22,80.87,1310.11,48.52,0
Turkey,2020,Bakery Items,39525.76,40409.95,47.56,1032.09,58.84,1
Mexico,2019,Bakery Items,42335.87,38012.23,133.31,81.11,56.83,1
Italy,2021,Meat & Seafood,41616.06,45467.27,198.75,971.5,69.96,1
Germany,2020,Beverages,42992.46,47767.22,48.44,592.58,58.25,1
Spain,2021,Bakery Items,2991.8300000000017,2960.4300000000003,53.02,146.92,60.27,0
Japan,2022,Prepared Food,34343.36,37433.1,137.02,467.65,32.24,1
Spain,2023,Prepared Food,45324.58,48623.38,83.97,167.59,62.21,1
Turkey,2023,Prepared Food,26357.4,31374.01,110.76,189.93,35.75,1
Germany,2022,Dairy Products,15916.02,14934.3,135.53,733.39,51.45,0
Canada,2018,Meat & Seafood,31339.96,37294.58,181.56,604.77,57.43,1
South Africa,2023,Meat & Seafood,37116.04,32648.86,177.79,374.43,31.2,1
China,2018,Fruits & Vegetables,36259.77,37544.62,55.69,1023.87,56.3,1
Italy,2022,Grains & Cereals,14919.1,17084.2,132.51,803.19,36.11,0
South Korea,2020,Beverages,42030.89,45789.18,63.52,585.27,60.06,1
Indonesia,2020,Grains & Cereals,30761.09,24828.6,79.05,576.35,60.97,1
Turkey,2021,Bakery Items,13002.52,15565.35,58.26,982.98,38.01,0
Saudi Arabia,2019,Prepared Food,15490.93,12642.13,159.05,375.62,66.65,0
South Africa,2023,Beverages,17821.64,16109.76,24.35,66.18,68.81,0
USA,2018,Dairy Products,883.5800000000017,732.8300000000017,125.68,376.86,47.51,0
Italy,2022,Grains & Cereals,28088.1,24215.09,76.32,729.94,54.91,1
Germany,2024,Frozen Food,24366.95,23847.84,29.73,1298.63,42.29,0
Russia,2022,Prepared Food,48638.45,41147.2,165.93,112.72,33.42,1
Mexico,2024,Dairy Products,25626.17,20892.25,168.75,850.52,43.5,0
South Africa,2021,Bakery Items,31434.87,37218.26,83.98,883.02,50.73,1
Japan,2018,Prepared Food,3875.260000000002,4171.739999999998,111.03,984.53,63.24,0
Spain,2019,Bakery Items,17731.47,19809.54,102.18,1019.24,41.73,0
Japan,2023,Grains & Cereals,2267.0499999999993,2347.1699999999983,146.55,129.91,35.9,0
Canada,2022,Beverages,27384.23,27460.01,166.87,1125.17,32.88,1
France,2022,Frozen Food,37658.84,44908.91,161.7,1057.61,61.06,1
South Korea,2018,Frozen Food,23944.71,20221.28,92.54,1107.64,59.08,0
UK,2023,Fruits & Vegetables,14270.47,16875.48,131.8,672.26,45.11,0
South Korea,2024,Bakery Items,10750.06,11143.47,194.86,539.34,42.15,0
Italy,2021,Grains & Cereals,25760.32,24901.13,65.31,431.85,34.51,1
France,2023,Meat & Seafood,31881.43,36280.05,188.46,587.85,60.03,1
South Korea,2018,Prepared Food,24351.4,26008.75,74.06,350.0,69.49,0
Spain,2023,Frozen Food,24170.61,24194.62,35.97,487.76,53.64,0
India,2019,Meat & Seafood,20186.78,23092.05,74.13,457.32,57.42,0
Spain,2020,Fruits & Vegetables,33030.51,30017.0,169.29,1212.13,68.41,1
France,2024,Grains & Cereals,46890.11,50991.35,101.17,970.27,69.48,1
Germany,2022,Meat & Seafood,41004.31,46604.29,25.18,647.17,54.86,1
Mexico,2021,Prepared Food,30750.8,33432.3,137.34,230.4,34.81,1
China,2021,Frozen Food,30637.42,25279.55,174.6,1027.22,66.37,1
Mexico,2022,Grains & Cereals,34149.18,38842.47,101.9,942.49,35.92,1
Indonesia,2022,Meat & Seafood,46815.5,42424.43,118.25,1051.34,31.52,1
China,2021,Prepared Food,12513.65,10732.01,89.82,1376.59,30.84,0
Australia,2023,Grains & Cereals,41819.44,36925.57,196.26,813.71,67.98,1
South Korea,2023,Prepared Food,49107.7,50025.56,115.42,233.71,57.95,1
Turkey,2023,Grains & Cereals,42525.41,43267.76,95.59,1200.86,34.98,1
India,2023,Bakery Items,11040.53,11278.52,83.92,172.33,64.77,0
Spain,2021,Grains & Cereals,44081.72,44429.64,107.15,349.13,64.64,1
Mexico,2023,Prepared Food,35076.45,35115.4,56.36,377.48,31.52,1
Italy,2022,Prepared Food,20946.36,17515.05,161.73,517.33,62.44,0
Turkey,2024,Dairy Products,41633.95,38231.15,168.63,563.08,65.24,1
Russia,2021,Beverages,42467.04,34601.29,38.39,1389.49,37.71,1
Saudi Arabia,2019,Beverages,30419.87,36046.03,27.9,1363.88,46.26,1
Saudi Arabia,2020,Bakery Items,28809.15,23817.33,114.87,189.05,59.88,1
Italy,2019,Bakery Items,20245.33,22805.62,167.95,635.18,33.06,0
Australia,2023,Meat & Seafood,22703.51,24955.67,66.84,1357.71,49.76,0
Italy,2023,Dairy Products,13326.03,11474.94,139.32,1018.74,43.19,0
UK,2019,Beverages,45581.29,37684.56,29.71,394.29,61.63,1
Spain,2023,Meat & Seafood,19686.0,21084.15,36.77,1092.68,35.82,0
South Korea,2021,Fruits & Vegetables,41191.76,47097.13,40.08,550.15,67.44,1
Mexico,2021,Dairy Products,1532.369999999999,1367.0999999999985,57.91,1060.66,67.3,0
UK,2022,Dairy Products,31688.19,25866.5,26.21,266.91,64.94,1
UK,2024,Bakery Items,32539.06,36744.0,159.49,52.6,33.8,1
South Africa,2022,Prepared Food,20894.32,20180.47,109.99,624.72,39.49,0
Australia,2023,Frozen Food,18746.74,17600.48,66.86,832.71,57.07,0
Mexico,2023,Grains & Cereals,44680.27,53062.49,140.02,904.94,61.57,1
China,2020,Grains & Cereals,4100.720000000001,3967.380000000001,161.82,735.45,50.56,0
Russia,2020,Meat & Seafood,10163.57,8929.279999999999,44.65,667.06,58.97,0
UK,2020,Fruits & Vegetables,3193.989999999998,3543.2000000000007,146.15,1089.03,43.5,0
Saudi Arabia,2022,Dairy Products,13520.49,12198.85,168.69,1060.38,46.82,0
Japan,2022,Beverages,46515.03,45618.46,100.96,335.06,54.33,1
Canada,2024,Dairy Products,39004.36,44355.91,58.31,896.32,38.52,1
Brazil,2023,Meat & Seafood,38139.33,41925.0,58.97,1053.52,59.51,1
Turkey,2022,Bakery Items,37878.43,45092.53,32.95,245.46,45.18,1
Argentina,2021,Meat & Seafood,49387.02,46708.71,129.97,774.46,43.94,1
South Korea,2019,Dairy Products,14842.05,15528.45,171.78,1382.56,46.64,0
UK,2020,Bakery Items,31713.3,27576.98,187.98,132.67,46.88,1
Brazil,2022,Fruits & Vegetables,2042.2599999999984,2256.4799999999996,78.13,212.94,43.55,0
Germany,2020,Meat & Seafood,20302.83,20726.29,159.93,839.95,49.56,0
Brazil,2021,Dairy Products,2712.290000000001,2735.91,185.47,228.39,66.79,0
Indonesia,2021,Beverages,39887.41,35684.56,126.56,992.7,53.11,1
Germany,2021,Dairy Products,28451.49,34008.33,179.67,1075.42,30.52,1
USA,2024,Frozen Food,7125.82,6079.02,165.78,684.89,32.08,0
Italy,2020,Meat & Seafood,42110.44,39772.84,162.4,674.12,50.56,1
Australia,2021,Grains & Cereals,23064.47,21332.4,168.07,642.95,50.13,0
France,2024,Fruits & Vegetables,32948.34,27988.9,58.41,925.96,36.92,1
Japan,2021,Grains & Cereals,29944.88,34923.52,28.65,260.73,42.21,1
Italy,2019,Dairy Products,38709.38,38601.9,163.77,740.53,49.0,1
Australia,2018,Bakery Items,15382.11,14887.14,172.81,763.91,62.85,0
Argentina,2024,Grains & Cereals,16270.95,16900.74,144.49,846.88,47.01,0
Australia,2022,Meat & Seafood,8997.95,8132.68,165.36,585.42,54.71,0
Mexico,2019,Bakery Items,36423.94,37742.7,70.96,183.99,62.79,1
India,2021,Fruits & Vegetables,34844.76,28235.33,190.53,1239.91,51.37,1
Indonesia,2020,Frozen Food,37903.21,39273.22,155.96,1215.47,59.45,1
Spain,2022,Dairy Products,44003.89,35541.28,93.26,1175.91,31.42,1
South Africa,2020,Grains & Cereals,14912.46,12840.38,34.05,160.05,53.64,0
Canada,2023,Beverages,5164.029999999999,5766.989999999998,189.15,1245.91,51.75,0
Italy,2020,Meat & Seafood,31602.42,25537.29,134.31,473.71,60.73,1
USA,2021,Frozen Food,37875.46,45347.88,143.31,725.96,44.54,1
Argentina,2023,Meat & Seafood,41910.99,47436.94,89.8,324.8,67.44,1
France,2021,Beverages,40449.32,47696.47,197.31,168.32,43.1,1
France,2020,Meat & Seafood,42442.57,45788.95,188.32,142.91,32.35,1
Russia,2022,Prepared Food,19047.02,16267.32,170.58,272.33,32.49,0
China,2018,Grains & Cereals,47749.55,39099.53,188.54,359.58,43.16,1
Canada,2018,Bakery Items,49341.91,52775.19,106.29,906.36,58.87,1
Indonesia,2020,Frozen Food,44590.66,45630.59,166.39,908.86,40.15,1
Canada,2019,Prepared Food,31133.27,28268.89,23.93,457.91,40.46,1
Japan,2021,Grains & Cereals,7225.77,7393.73,105.58,1247.06,32.27,0
Japan,2024,Frozen Food,2886.989999999998,3327.0,147.87,13.72,65.87,0
France,2020,Beverages,12396.63,11857.8,135.95,820.55,30.09,0
Italy,2023,Meat & Seafood,28316.47,30769.01,178.99,518.97,62.13,1
USA,2024,Grains & Cereals,34832.33,32198.66,198.47,1366.62,31.53,1
USA,2020,Dairy Products,2394.5699999999997,2590.5600000000013,183.97,1231.32,52.7,0
South Africa,2019,Beverages,12613.45,10764.24,101.54,391.98,63.16,0
Spain,2021,Dairy Products,7913.029999999999,8075.0999999999985,152.35,177.73,60.35,0
Russia,2023,Frozen Food,32703.24,32320.61,73.56,1392.18,31.6,1
Mexico,2018,Beverages,34292.47,33457.33,148.49,158.13,67.48,1
China,2019,Bakery Items,26061.19,29622.9,191.51,418.61,49.9,1
Russia,2024,Fruits & Vegetables,23569.68,27289.4,199.15,1095.32,58.4,1
Canada,2020,Meat & Seafood,5978.9000000000015,5833.470000000001,41.22,937.24,61.55,0
China,2018,Meat & Seafood,30127.25,28702.33,133.83,1256.67,41.92,1
India,2019,Meat & Seafood,37711.58,44058.28,76.61,1261.04,62.43,1
USA,2021,Meat & Seafood,24498.79,28438.43,52.33,45.91,62.65,1
USA,2020,Bakery Items,26718.55,30067.32,117.0,371.31,43.57,1
Japan,2022,Grains & Cereals,3719.16,3803.5999999999985,61.05,882.69,50.28,0
Japan,2020,Frozen Food,12302.84,11330.03,64.8,889.93,41.99,0
Germany,2022,Grains & Cereals,5457.060000000001,5389.619999999999,147.7,667.61,41.52,0
Canada,2019,Beverages,40705.2,40258.76,60.06,1009.32,62.85,1
Spain,2022,Frozen Food,21309.4,17977.6,161.31,811.37,55.74,0
Mexico,2020,Prepared Food,28455.74,28701.79,64.52,1270.2,56.37,1
South Korea,2019,Beverages,562.2200000000012,627.7200000000012,122.17,462.18,61.5,0
South Africa,2022,Beverages,29919.89,25147.81,32.57,1017.44,54.87,1
Spain,2021,Grains & Cereals,40334.35,38795.4,50.85,985.08,63.02,1
Germany,2020,Bakery Items,21625.02,23407.4,143.29,1267.24,41.42,0
Turkey,2021,Bakery Items,30450.77,30812.12,21.46,87.15,65.55,1
UK,2023,Bakery Items,8619.86,9439.099999999999,74.56,1106.7,45.19,0
Mexico,2018,Prepared Food,24221.08,24937.45,144.93,814.89,45.39,0
South Africa,2018,Fruits & Vegetables,42649.16,45762.45,78.08,222.74,46.48,1
France,2024,Grains & Cereals,22354.93,18257.96,27.61,690.29,46.97,0
Germany,2022,Bakery Items,18850.26,18542.54,167.04,946.56,67.68,0
USA,2021,Grains & Cereals,2047.1100000000006,2369.7299999999996,72.27,35.05,62.62,0
Spain,2023,Bakery Items,30417.22,28835.35,25.72,680.5,61.9,1
USA,2022,Frozen Food,11890.66,13680.35,178.86,381.88,52.96,0
Brazil,2022,Fruits & Vegetables,41759.37,35161.45,92.07,1097.09,42.12,1
Turkey,2022,Meat & Seafood,29113.22,27117.15,21.72,725.76,46.3,1
Canada,2023,Prepared Food,16069.8,16316.85,42.72,1354.29,54.06,0
Brazil,2023,Prepared Food,19085.74,21107.47,168.14,872.11,62.02,0
Mexico,2023,Beverages,45330.2,45565.69,135.78,854.62,39.71,1
Germany,2019,Fruits & Vegetables,24914.11,29706.21,32.57,1267.52,43.3,1
Indonesia,2019,Meat & Seafood,6272.68,5946.07,165.54,148.68,40.57,0
Brazil,2022,Fruits & Vegetables,43846.87,44810.33,67.92,167.79,40.76,1
Turkey,2021,Beverages,13864.8,15565.97,47.7,909.74,45.46,0
Saudi Arabia,2023,Prepared Food,35127.95,38873.69,186.21,877.4,51.37,1
South Africa,2023,Beverages,13534.93,12427.64,148.55,1189.8,54.12,0
South Korea,2022,Beverages,14779.69,12125.54,183.18,830.63,50.83,0
Germany,2021,Bakery Items,12746.19,12488.54,119.42,553.49,58.65,0
Spain,2020,Frozen Food,15449.15,12990.26,123.5,42.67,39.52,0
Japan,2024,Meat & Seafood,37100.54,35853.13,144.38,321.21,40.1,1
China,2019,Bakery Items,35356.04,37868.53,76.96,458.31,56.26,1
Mexico,2024,Meat & Seafood,12930.0,13350.78,172.99,86.63,52.4,0
Canada,2024,Bakery Items,13512.16,15702.23,168.7,406.53,37.2,0
UK,2022,Meat & Seafood,10642.53,9247.43,73.8,1201.16,52.48,0
Russia,2019,Prepared Food,34493.48,36121.71,196.8,118.39,65.71,1
Spain,2020,Bakery Items,11092.49,10035.0,150.02,1215.76,55.88,0
South Korea,2024,Frozen Food,13338.14,12307.87,112.42,450.02,43.32,0
Canada,2020,Frozen Food,25111.5,28295.66,190.76,1022.31,58.01,1
Australia,2023,Grains & Cereals,1434.7900000000009,1521.9700000000012,98.79,1150.57,61.54,0
